City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
BATEMANS BAY,AU,-41.26268852315966,155.6208540170332,69.01,48.0,0.0,5.95,26/04/2021
PAAMIUT,GL,60.48572620617517,-48.31199579620393,35.19,98.0,100.0,4.9,26/04/2021
HASAKI,JP,27.805545965962708,151.63300362089197,63.0,31.0,20.0,12.66,26/04/2021
COTONOU,BJ,3.549557339565723,2.973828143002777,82.4,83.0,40.0,8.05,26/04/2021
TALNAKH,RU,68.86664428913129,91.64707313577145,8.47,87.0,98.0,8.16,26/04/2021
BREDASDORP,ZA,-49.294246145052355,23.109417208226123,51.8,93.0,95.0,4.61,26/04/2021
MATAY,EG,28.06919453931481,30.40014168672245,63.36,70.0,0.0,10.89,26/04/2021
ALICE SPRINGS,AU,-19.38276624340428,133.52990834938387,75.2,23.0,0.0,12.66,26/04/2021
OCOS,GT,12.01657389380043,-94.23893185679651,80.6,89.0,20.0,3.87,26/04/2021
PORTO NOVO,CV,15.367648398781276,-28.702161727889575,82.4,83.0,40.0,8.05,26/04/2021
IQUITOS,PE,-2.1472980854964185,-72.35575228698778,78.8,89.0,0.0,6.91,26/04/2021
FLORIANOPOLIS,BR,-27.91848001672429,-44.932160958135505,69.8,83.0,75.0,6.91,26/04/2021
SHINGU,JP,29.38028591455225,137.5531944532312,64.4,32.0,20.0,17.27,26/04/2021
MANYANA,BW,-22.90983263056915,22.278404168279508,60.85,31.0,3.0,4.94,26/04/2021
MANAURE,CO,14.130394349332775,-71.92642810286213,79.84,72.0,19.0,15.52,26/04/2021
DONDO,MZ,-19.784847224703505,34.145419158914095,73.4,88.0,20.0,4.14,26/04/2021
LESHUKONSKOYE,RU,66.79290861959147,48.32254593187588,39.76,95.0,100.0,5.68,26/04/2021
DEN HELDER,NL,54.8457446053224,3.1616045015818273,41.0,70.0,90.0,4.61,26/04/2021
PARABEL,RU,59.86553299298384,82.20722779145954,39.79,87.0,100.0,6.51,26/04/2021
KONSTANTINOVKA,RU,48.87364486129194,127.43533924913446,61.5,25.0,100.0,14.23,26/04/2021
SANTA CRUZ DE LA PALMA,ES,29.151641628691248,-17.81084526828083,66.2,72.0,75.0,5.75,26/04/2021
SYAMZHA,RU,59.77947573079175,41.7098413908066,39.18,97.0,100.0,2.44,26/04/2021
BOWEN,AU,-18.500568763987502,149.9548437585527,78.8,61.0,90.0,19.57,26/04/2021
ATOCHA,BO,-20.918687275611813,-66.62959632760344,39.25,24.0,0.0,5.28,26/04/2021
DINGLE,IE,52.13444519561957,-17.965505399054237,89.87,52.0,73.0,5.32,26/04/2021
BALLINA,AU,-30.30385733836486,156.58145759919785,71.6,64.0,75.0,8.05,26/04/2021
MAYO,CA,64.0184456825598,-136.55111376354003,57.2,62.0,1.0,3.44,26/04/2021
DJENNE,ML,13.471175157661952,-4.490906393789018,90.5,20.0,99.0,5.68,26/04/2021
SHANGRAO,CN,28.112716836286257,117.82697930345292,66.43,86.0,98.0,3.74,26/04/2021
BLOOMSBURG,US,41.15424273860625,-76.65068134887983,48.2,53.0,1.0,16.11,26/04/2021
TESSALIT,ML,21.266557790911232,0.4509644820913872,85.24,8.0,9.0,8.41,26/04/2021
MAYOR PABLO LAGERENZA,PY,-19.024705637055163,-61.8450808042357,62.56,89.0,99.0,3.38,26/04/2021
COMODORO RIVADAVIA,AR,-45.23782696228794,-68.3598921903221,53.6,71.0,0.0,4.61,26/04/2021
MOUNTAIN HOME,US,35.76814422506748,-92.36545690625286,50.0,62.0,20.0,3.42,26/04/2021
UMM LAJJ,SA,24.64299094713941,37.47587492744222,79.07,56.0,0.0,10.09,26/04/2021
VAO,NC,-23.2913290542494,170.96933403934156,74.32,69.0,77.0,15.7,26/04/2021
RIO GALLEGOS,AR,-51.64027012471655,-64.72770290429635,53.6,50.0,0.0,12.66,26/04/2021
LAGOA,PT,43.04882231462069,-31.091960398921238,58.96,85.0,100.0,11.32,26/04/2021
MIQUELON,PM,46.85080778797845,-56.83659436060098,38.53,88.0,100.0,14.97,26/04/2021
ALONG,IN,29.950000050105384,94.7226679511903,87.03,29.0,22.0,1.19,26/04/2021
ESPERANCE,AU,-50.39199690921836,127.10603901425988,84.2,21.0,17.0,14.97,26/04/2021
POYA,NC,-25.36304803172491,162.0734382241282,76.73,69.0,79.0,10.63,26/04/2021
CERVO,ES,45.45833269322627,-7.260705467588635,48.0,100.0,97.0,1.01,26/04/2021
KABANSK,RU,52.36365844175758,106.6461293087648,41.0,45.0,40.0,17.9,26/04/2021
VERKH-USUGLI,RU,53.74799343234699,115.16503696565262,34.59,95.0,100.0,4.9,26/04/2021
BINTULU,MY,3.1767575970020334,113.54276006767819,87.8,70.0,40.0,2.3,26/04/2021
SAINTE-MARIE,CA,46.45068198059338,-71.09470764807666,75.2,69.0,0.0,16.11,26/04/2021
ZRECE,SI,46.427168720082356,15.444873970747786,42.01,81.0,100.0,1.88,26/04/2021
AVERA,PF,-22.021165592173574,-151.97207139444185,60.8,60.0,1.0,5.23,26/04/2021
SAYYAN,YE,16.56385470151577,48.59150000843855,59.72,46.0,92.0,0.98,26/04/2021
CHERSKIY,RU,78.16790419657083,163.84402124119347,21.99,72.0,89.0,6.06,26/04/2021
KILAKARAI,IN,9.067367114069436,78.8134663719682,86.86,61.0,46.0,9.28,26/04/2021
BATAIPORA,BR,-22.279080748782476,-54.00197577490084,65.82,88.0,99.0,4.7,26/04/2021
XINPU,CN,34.581090382123456,119.5045372174994,55.17,88.0,99.0,5.12,26/04/2021
SHIHEZI,CN,43.72649450581544,86.4140188535645,52.61,18.0,100.0,7.38,26/04/2021
MAUMERE,ID,-8.959542486572758,122.61789117176727,84.72,62.0,36.0,5.79,26/04/2021
ZACUALPAN,MX,18.63012656842852,-99.78653895844755,78.01,78.0,40.0,2.59,26/04/2021
BHUNYA,SZ,-26.501575986306946,30.78783429488785,53.67,77.0,0.0,4.97,26/04/2021
LER,SD,7.9985845077781725,31.364472909539987,75.97,82.0,100.0,2.91,26/04/2021
HAMI,CN,45.99167324134429,92.95565103316707,49.35,11.0,67.0,4.09,26/04/2021
WESTPORT,NZ,-38.48657904925887,168.48077470063288,51.8,76.0,40.0,6.91,26/04/2021
KIUNGA,PG,-6.124112213153676,138.62578537110954,92.34,48.0,76.0,2.19,26/04/2021
OLINDA,BR,-9.47830512648602,-31.655765259099343,78.8,69.0,40.0,9.22,26/04/2021
SHKURINSKAYA,RU,46.49138642443052,39.36327745692625,45.95,92.0,100.0,9.78,26/04/2021
WEINAN,CN,34.78814971433525,110.00769580233396,57.2,88.0,90.0,6.71,26/04/2021
BRANDFORT,ZA,-28.339661634001466,26.256524245326563,42.8,81.0,0.0,4.61,26/04/2021
PORT LAVACA,US,28.152457876393587,-96.03412899923461,73.4,83.0,90.0,11.5,26/04/2021
TRAT,TH,11.251289095649442,101.94658209388486,89.01,74.0,40.0,2.3,26/04/2021
CHANCAY,PE,-11.806334795662842,-78.00498037462935,66.0,88.0,40.0,4.61,26/04/2021
RANTEPAO,ID,-2.18924420909008,119.94441487665635,81.32,62.0,96.0,3.53,26/04/2021
SAPULPA,US,35.956389001120094,-96.36082401846365,69.8,56.0,1.0,12.66,26/04/2021
CHATELLERAULT,FR,46.81177232422334,0.5741202934597567,55.4,38.0,0.0,10.36,26/04/2021
CIUDAD BOLIVAR,VE,5.061252485179601,-63.80969117841371,81.1,65.0,100.0,14.65,26/04/2021
ADRE,TD,13.758056736453883,21.560901910906583,76.62,41.0,75.0,7.54,26/04/2021
TIZNIT,MA,27.964927799283068,-8.56273829943197,56.3,78.0,80.0,1.92,26/04/2021
XINYE,CN,32.34262292379698,112.39060984902068,59.77,79.0,100.0,2.48,26/04/2021
KAVARATTI,IN,10.786323625760897,73.87557753495344,84.0,73.0,22.0,6.76,26/04/2021
CAPAO DA CANOA,BR,-30.424838466117865,-48.968967090255845,65.66,73.0,97.0,11.27,26/04/2021
HOBBS,US,33.02360105171335,-102.89553820205325,77.0,9.0,1.0,16.11,26/04/2021
MOREHEAD,PG,-8.675730838847262,141.55783480423912,50.0,93.0,1.0,5.75,26/04/2021
NERYUNGRI,RU,57.20642585235146,123.33782425763123,37.49,92.0,100.0,2.68,26/04/2021
BUENAVENTURA,CO,3.7241293282160526,-77.05563112176705,75.94,93.0,99.0,2.59,26/04/2021
KAITANGATA,NZ,-59.6353224865382,171.97614989273836,48.0,74.0,100.0,15.01,26/04/2021
YULARA,AU,-22.361964577857496,130.58806507493566,75.2,23.0,0.0,14.97,26/04/2021
MALANJE,AO,-9.311423327056357,16.061401343915648,62.08,92.0,6.0,0.6,26/04/2021
PORTO WALTER,BR,-8.586976736095075,-73.56902935325658,72.75,98.0,100.0,3.11,26/04/2021
MOOSE FACTORY,CA,51.35208170236364,-81.86643061207116,19.4,79.0,1.0,3.44,26/04/2021
OUADDA,CF,7.61375418033734,23.882394245627147,70.02,93.0,100.0,5.93,26/04/2021
PARRY SOUND,CA,45.47801220055817,-80.15939292813032,35.01,55.0,8.0,10.96,26/04/2021
KHATANGA,RU,79.81878716335726,104.58326284837536,15.85,88.0,100.0,16.13,26/04/2021
NIKOLSKOYE,RU,45.00847482603682,174.07692138099,39.0,93.0,90.0,11.18,26/04/2021
PETERSBURG,US,37.00268181317071,-77.2693212345166,51.01,93.0,1.0,5.5,26/04/2021
GEORGE TOWN,KY,18.472364528123585,-81.5894730809211,87.8,74.0,20.0,5.75,26/04/2021
TRARALGON,AU,-37.86931600892349,146.39614658012079,61.0,77.0,97.0,8.01,26/04/2021
BONFIM,BR,2.060635228642693,-59.62543103216718,76.98,85.0,99.0,6.33,26/04/2021
HERVEY BAY,AU,-24.981340567273925,154.71212456628865,77.0,61.0,30.0,4.0,26/04/2021
COQUIMBO,CL,-29.93158565130065,-81.63729386822133,53.6,94.0,0.0,3.96,26/04/2021
SAN QUINTIN,MX,20.297475191387814,-127.4882816541691,57.6,80.0,34.0,9.51,26/04/2021
PUERTO DEL ROSARIO,ES,25.370455392313808,-12.693451268862743,68.0,73.0,75.0,6.91,26/04/2021
ZHANAKORGAN,KZ,44.20504723913369,67.18645997459609,65.17,26.0,6.0,12.77,26/04/2021
MADIMBA,TZ,-10.378481420316499,40.76449445141199,73.45,95.0,100.0,7.63,26/04/2021
TRICASE,IT,39.539155633832756,18.401226927184933,44.6,100.0,20.0,4.92,26/04/2021
MAINE-SOROA,NE,14.288732151255267,12.055772547892651,79.88,26.0,56.0,5.14,26/04/2021
CHULMAN,RU,57.61690793007147,124.99323572652877,36.43,95.0,100.0,2.1,26/04/2021
NIORO,ML,15.476902937049609,-10.255912045302317,75.4,37.0,9.0,8.03,26/04/2021
ESNA,EG,24.58677930708707,31.831363266691582,82.4,28.0,0.0,2.3,26/04/2021
ADRAR,DZ,26.967222049654083,0.08723901851963589,78.06,21.0,39.0,8.57,26/04/2021
SPRINGBOK,ZA,-30.352192820030822,16.332738301716088,59.18,48.0,99.0,3.24,26/04/2021
UCLUELET,CA,47.87884623829458,-126.18671541831337,51.01,82.0,100.0,1.32,26/04/2021
MOUNT GAMBIER,AU,-52.29164828642988,128.66475708242612,59.0,77.0,90.0,8.05,26/04/2021
RAUDEBERG,NO,65.4488026091294,1.9428479081507133,35.01,75.0,5.0,7.27,26/04/2021
HOFN,IS,70.37605012502655,-11.465647647377896,43.12,71.0,11.0,14.79,26/04/2021
BAM,IR,28.26078454171711,59.034146337879776,79.41,17.0,35.0,3.67,26/04/2021
GIMLI,CA,52.28789627576086,-97.7698180169165,41.0,75.0,100.0,8.05,26/04/2021
SAO JOSE DA COROA GRANDE,BR,-10.37566814093822,-31.12804889345968,77.99,83.0,41.0,7.54,26/04/2021
BERLEVAG,NO,89.48136583166858,31.985452715293206,32.0,93.0,40.0,11.5,26/04/2021
HOKITIKA,NZ,-42.35826923777082,168.75628938899976,54.91,75.0,94.0,14.7,26/04/2021
KRASNOSELKUP,RU,66.10171351070991,80.9003912886079,26.67,78.0,37.0,8.1,26/04/2021
KISARAN,ID,2.5138819061774065,99.12905473864907,86.45,64.0,90.0,0.72,26/04/2021
SANCHOR,IN,24.639964397758206,71.88828605407724,91.02,17.0,0.0,8.03,26/04/2021
OBLIVSKAYA,RU,48.825700580018285,42.377911347624654,44.85,60.0,100.0,6.33,26/04/2021
ROCHA,UY,-34.22680821733136,-54.55354004600699,58.05,78.0,66.0,6.76,26/04/2021
BOROGONTSY,RU,64.0629955522208,132.3382826142632,34.48,99.0,100.0,5.79,26/04/2021
IXTAPA,MX,7.386692900882597,-107.19787454584973,78.01,78.0,40.0,0.74,26/04/2021
CALLAGUIP,PH,18.499525162493548,119.03407482501723,86.0,62.0,20.0,11.5,26/04/2021
TURAN,RU,53.005453116582345,94.45483014784782,87.8,74.0,40.0,6.91,26/04/2021
ACAPULCO,MX,9.088324102916246,-102.24373934841289,82.4,78.0,75.0,5.75,26/04/2021
SOUILLAC,MU,-53.512069733927305,74.54992478760427,77.0,88.0,75.0,14.97,26/04/2021
BAYKIT,RU,64.52467015324795,95.9859899731043,34.56,66.0,53.0,4.65,26/04/2021
MATAMOROS,MX,25.480252737679276,-94.91374992750418,87.8,14.0,40.0,11.52,26/04/2021
GUERRERO NEGRO,MX,18.678328572122137,-123.23674214930236,59.32,82.0,100.0,12.53,26/04/2021
TABUK,SA,27.307670925037332,38.63573636254512,84.58,51.0,40.0,5.91,26/04/2021
SUR,OM,16.862366929073293,62.54868780275855,86.31,40.0,23.0,4.83,26/04/2021
VESTMANNAEYJAR,IS,53.445005201856056,-20.523198516856,44.53,81.0,1.0,5.7,26/04/2021
HELENA,US,46.533301466257726,-111.37817032163248,42.8,81.0,90.0,4.61,26/04/2021
BOKSITOGORSK,RU,59.452031084983815,33.96872768911108,36.0,93.0,100.0,1.01,26/04/2021
MONT-DE-MARSAN,FR,43.72249813363155,-0.6313623442185667,57.99,76.0,100.0,5.75,26/04/2021
ANCUD,CL,-40.95413751772762,-104.90736373991751,53.01,100.0,90.0,2.3,26/04/2021
ALOFI,NU,-21.32453791104776,-170.12785806610864,84.2,74.0,86.0,5.75,26/04/2021
ROALD,NO,66.30259221850666,3.6123460037590815,35.6,87.0,9.0,12.66,26/04/2021
SIMAO,CN,23.62568333885443,100.55876737378216,78.76,54.0,95.0,3.27,26/04/2021
PADANG,ID,-4.331834153837944,96.02956157542974,86.0,74.0,40.0,4.61,26/04/2021
LOVOZERO,RU,67.66586440550856,35.234270526118316,27.55,93.0,100.0,11.79,26/04/2021
RIO GRANDE,BR,-35.70841998769314,-48.75993260482081,60.01,88.0,51.0,16.24,26/04/2021
DARHAN,MN,44.171667793404566,109.44210871489754,40.39,51.0,100.0,22.82,26/04/2021
WALLA WALLA,US,46.235761362452564,-118.09461902847005,57.2,35.0,1.0,5.75,26/04/2021
HALF MOON BAY,US,29.865577801235744,-137.30228807111772,54.0,93.0,1.0,4.61,26/04/2021
VOSTOK,RU,48.48254993351201,147.56708679930168,47.19,26.0,9.0,9.53,26/04/2021
SIOUX LOOKOUT,CA,56.54876142872224,-91.01391670981035,37.4,44.0,90.0,3.44,26/04/2021
MOKOLO,CM,10.769517742258417,13.76286990839879,80.85,34.0,87.0,1.43,26/04/2021
LINGAO,CN,18.41865355402944,108.53643534570267,85.3,68.0,100.0,12.1,26/04/2021
SHIMODA,JP,22.547768669993495,142.04960318545773,59.0,38.0,20.0,18.41,26/04/2021
MEHAMN,NO,77.20271029877938,26.978205359152142,32.0,93.0,40.0,11.5,26/04/2021
PENICHE,PT,40.394333564894694,-12.295459949708775,57.0,92.0,96.0,8.99,26/04/2021
BINZHOU,CN,45.81714068578283,127.3791708880528,48.02,82.0,100.0,3.38,26/04/2021
SOVETSKIY,RU,69.95332044094256,65.5947041937685,40.77,84.0,100.0,7.87,26/04/2021
MISRATAH,LY,32.02134078373911,14.958595290432108,61.11,86.0,16.0,10.71,26/04/2021
ATAGAY,RU,55.34529945491252,99.95962282277794,35.78,90.0,100.0,11.86,26/04/2021
YARING,TH,7.6523185959696205,101.58273241971114,84.2,74.0,20.0,5.75,26/04/2021
TROMSO,NO,72.93930449555951,17.774594103359153,32.0,93.0,75.0,3.44,26/04/2021
SALINOPOLIS,BR,2.3834587366827864,-46.050253044746235,78.71,85.0,68.0,8.01,26/04/2021
ABHA,SA,21.787651341211067,43.68732306765046,62.6,67.0,40.0,9.37,26/04/2021
KAOHSIUNG,TW,22.57735138336604,120.18877233739997,80.6,88.0,75.0,5.75,26/04/2021
TURA,RU,64.32050544721314,100.68608289079289,92.95,20.0,5.0,5.7,26/04/2021
PALIZADA,MX,18.286613395115957,-91.93989659099357,78.89,83.0,3.0,3.89,26/04/2021
CARAVELAS,BR,-18.790495263160423,-31.329493793298457,75.29,85.0,2.0,6.6,26/04/2021
RIBERALTA,BO,-9.999025014788698,-66.03284783909467,71.87,98.0,100.0,5.3,26/04/2021
KEDROVYY,RU,58.35887272554617,79.33894969081791,46.4,53.0,0.0,11.18,26/04/2021
LA RONGE,CA,64.50235519827706,-103.29212022650967,33.8,47.0,100.0,2.3,26/04/2021
SAN DIEGO,CO,10.19092045572364,-73.12112894771452,61.0,77.0,75.0,12.66,26/04/2021
DOMBAROVSKIY,RU,49.55308323846429,60.087652556228456,46.24,94.0,100.0,5.93,26/04/2021
NAMATANAI,PG,-3.6726266611936897,153.7299500953748,83.64,69.0,100.0,4.0,26/04/2021
SREDNEKOLYMSK,RU,65.75255694572904,154.7598354148873,25.83,68.0,10.0,8.95,26/04/2021
OVALLE,CL,-30.788749438564565,-72.35116821750245,64.85,67.0,0.0,1.68,26/04/2021
SAN CRISTOBAL,EC,0.5906989867324075,-87.0388961977047,78.8,83.0,75.0,3.44,26/04/2021
SAN JUAN,US,21.274218895175945,-65.68440858402187,64.4,46.0,0.0,4.72,26/04/2021
DARNAH,LY,33.42124421842042,22.55149581738827,60.1,85.0,6.0,18.07,26/04/2021
HARRISON,US,36.04699719667109,-93.55569792441025,66.2,88.0,1.0,3.62,26/04/2021
CONSTITUCION,MX,12.643696528668046,-126.98750542732155,56.61,78.0,0.0,9.44,26/04/2021
NELSON,CA,49.93503213100347,-117.28473906379007,64.0,42.0,81.0,4.0,26/04/2021
ROSTOVKA,RU,55.71454456436381,71.86885053166307,49.46,67.0,100.0,10.29,26/04/2021
TRELEW,AR,-43.27324660075266,-66.17915688365346,60.44,46.0,45.0,16.71,26/04/2021
ASSINIBOIA,CA,48.44474904756778,-105.68188592132199,35.6,87.0,100.0,9.22,26/04/2021
MORANBAH,AU,-21.67849815811017,147.66434416862114,78.48,39.0,33.0,15.48,26/04/2021
SVETLOGORSK,RU,66.1862660386935,90.02830051350628,29.46,86.0,21.0,5.3,26/04/2021
BANAMBA,ML,13.742991178197029,-6.998096581077062,84.15,30.0,27.0,5.44,26/04/2021
SAINT GEORGE,BM,29.519124093990413,-49.522202106029845,72.0,15.0,1.0,5.75,26/04/2021
WOLMIRSTEDT,DE,52.32597478105413,11.692038562102812,30.99,74.0,2.0,3.47,26/04/2021
SONGJIANGHE,CN,41.32763862803562,127.83958104319495,61.9,16.0,100.0,7.76,26/04/2021
OKHOTSK,RU,58.2311924686406,146.57538908135058,27.34,57.0,2.0,4.43,26/04/2021
TOMMOT,RU,57.04839110050916,127.4713787538946,40.17,89.0,100.0,8.28,26/04/2021
KAILI,CN,26.98301908885178,107.33288066099152,78.26,67.0,87.0,4.09,26/04/2021
RYOTSU,JP,38.59751626767424,137.83634386840336,51.8,54.0,20.0,12.66,26/04/2021
BEREDA,SO,13.438388838950733,51.51124553869517,52.0,100.0,97.0,1.01,26/04/2021
AHIPARA,NZ,-32.88636651619509,169.03926537387852,63.72,65.0,24.0,8.68,26/04/2021
HARPER,LR,0.24907159351806873,-9.216463107837658,75.56,88.0,97.0,5.66,26/04/2021
NARRABRI,AU,-30.965284765979316,149.2646048753359,75.2,29.0,0.0,3.44,26/04/2021
WARRNAMBOOL,AU,-38.944387847322815,142.46338732657807,57.0,95.0,96.0,3.0,26/04/2021
IPIXUNA,BR,-7.571165268392733,-71.76057921850334,77.0,100.0,75.0,2.3,26/04/2021
KARRATHA,AU,-20.27603083951948,112.68111466471373,87.69,21.0,0.0,14.05,26/04/2021
ARAOUANE,ML,18.718974025033607,-5.800924777082783,86.81,15.0,11.0,5.28,26/04/2021
ZHAOTONG,CN,27.93228978338177,103.14587232578923,59.16,60.0,86.0,4.25,26/04/2021
SOLLER,ES,40.21628731707857,2.5534887588017696,60.01,75.0,100.0,3.0,26/04/2021
COAHUAYANA,MX,4.921240149142514,-110.12084147808827,72.77,87.0,81.0,0.98,26/04/2021
KAITONG,CN,44.54801686711677,122.71142992419846,67.48,13.0,100.0,18.92,26/04/2021
BUALA,SB,-2.0959736401853335,160.17361452687393,84.18,74.0,71.0,2.64,26/04/2021
LAHIJ,YE,13.680216892560171,45.62361070229428,76.12,69.0,52.0,3.15,26/04/2021
MIYAKO,JP,39.85903128949807,142.59514788294675,44.37,56.0,76.0,19.08,26/04/2021
PIRAJUI,BR,-21.795744446883635,-49.33350077591223,71.01,67.0,100.0,3.0,26/04/2021
SAN JOSE,GT,8.514503430544696,-93.15007508477073,54.0,76.0,75.0,2.89,26/04/2021
CAMPBELTOWN,GB,55.64525135141866,-5.778909942808097,42.8,87.0,94.0,8.05,26/04/2021
VAGUR,FO,60.5618216066601,-5.3689834780312085,44.26,88.0,100.0,15.88,26/04/2021
KAPUSKASING,CA,49.24071090824508,-82.87485158938061,24.8,86.0,6.0,1.14,26/04/2021
NGURUKA,TZ,-4.407179036065944,31.36904837252821,64.22,98.0,100.0,1.1,26/04/2021
PORTLAND,AU,-47.476297231256645,135.84292762849938,54.0,66.0,75.0,9.22,26/04/2021
NEWPORT,US,44.96716748757555,-127.09768781833604,41.0,81.0,10.0,12.86,26/04/2021
MARSHFIELD,US,44.52105275136541,-90.24016799746707,44.01,49.0,75.0,9.22,26/04/2021
OMBOUE,GA,-1.789095203727853,8.844408353821853,78.66,85.0,71.0,3.06,26/04/2021
TILICHIKI,RU,60.87686456819662,165.71836890143496,31.89,96.0,100.0,5.01,26/04/2021
FENOARIVO,MG,-17.55334597790711,46.06850654082415,62.6,94.0,75.0,5.75,26/04/2021
COLLEGE,US,75.30047372126528,-146.61521342331278,64.4,19.0,1.0,2.28,26/04/2021
LUAN,CN,31.363410634325785,116.42889142307806,55.4,58.0,100.0,1.1,26/04/2021
VILA FRANCA DO CAMPO,PT,42.987297210261055,-19.491769722922502,57.2,88.0,75.0,6.91,26/04/2021
SAMARAI,PG,-12.4526015487607,154.6011406250948,86.0,68.0,63.0,11.32,26/04/2021
SAMBAVA,MG,-11.891811273254637,51.836141273264346,72.86,88.0,100.0,7.76,26/04/2021
PHALABORWA,ZA,-23.625919029081132,31.590719616671482,60.8,94.0,0.0,2.3,26/04/2021
SYNYA,RU,65.04920714049624,58.83948346713785,41.81,77.0,100.0,2.86,26/04/2021
MUISNE,EC,1.567017974551721,-81.49813348294069,77.32,83.0,100.0,3.6,26/04/2021
SABHA,JO,32.483521612168154,36.5625615841432,66.87,31.0,0.0,9.89,26/04/2021
PRABUMULIH,ID,-3.524875508225467,104.8105479211179,85.73,62.0,28.0,4.68,26/04/2021
OLAFSVIK,IS,58.86878457224148,-29.241262423078673,39.33,88.0,14.0,12.26,26/04/2021
PUERTO COLOMBIA,CO,13.510569814875206,-77.33968385830596,80.6,83.0,75.0,9.22,26/04/2021
CAIRNS,AU,-14.067407206884685,148.3142437169596,75.99,94.0,75.0,12.66,26/04/2021
JUMLA,NP,29.790565091444144,83.47613977999806,62.22,23.0,0.0,2.82,26/04/2021
TUROCHAK,RU,51.91783196641392,87.12739172574706,39.94,69.0,100.0,2.93,26/04/2021
LA RODA,ES,39.33894838359512,-2.0445759918573225,50.0,93.0,40.0,17.27,26/04/2021
HIRARA,JP,19.757127009510857,129.04793594735702,77.0,57.0,20.0,12.66,26/04/2021
HAVOYSUND,NO,78.11739344061411,23.168927929173154,32.0,93.0,75.0,1.14,26/04/2021
ERENHOT,CN,45.15807933694257,111.4447098368576,48.69,11.0,29.0,35.72,26/04/2021
CAMACHA,PT,36.06892340386106,-15.696277670841742,62.6,77.0,40.0,18.41,26/04/2021
BEINAMAR,TD,8.454212181659814,15.3321939670932,78.06,56.0,47.0,4.9,26/04/2021
ORIXIMINA,BR,-0.36906953675702736,-56.505732349682724,74.39,96.0,98.0,2.55,26/04/2021
BAMBANGLIPURO,ID,-14.764081760048754,109.2023285193828,85.17,63.0,1.0,4.59,26/04/2021
GREAT BEND,US,37.95768907247577,-98.50281193043858,68.0,63.0,1.0,19.57,26/04/2021
DAKORO,NE,14.549033031362423,7.27062066524542,88.03,21.0,87.0,7.72,26/04/2021
CHASE,CA,51.42627896234945,-119.97325091171196,53.6,43.0,100.0,3.44,26/04/2021
PRESIDENCIA ROQUE SAENZ PENA,AR,-25.57002056271682,-59.621158149365996,59.0,84.0,0.0,1.01,26/04/2021
MURGAB,TM,38.399535022717636,61.17814938463313,64.4,52.0,0.0,4.61,26/04/2021
CHABAHAR,IR,24.908688297266814,60.926876790374365,81.63,61.0,52.0,3.44,26/04/2021
THE VALLEY,AI,24.01698514069369,-59.68762256339346,78.8,69.0,20.0,12.66,26/04/2021
MIRI,MY,5.742940486910997,113.06879420873253,87.8,66.0,40.0,3.44,26/04/2021
VALPARAISO,CL,-32.32679153388083,-75.48435779657552,54.0,81.0,0.0,8.75,26/04/2021
BANDA ACEH,ID,5.050611111888726,93.67535549574309,82.17,71.0,97.0,4.09,26/04/2021
WERMELSKIRCHEN,DE,51.17152125613907,7.263784344727098,39.0,58.0,95.0,4.32,26/04/2021
KATHERINE,AU,-17.787828931237172,131.97211054531695,89.6,51.0,75.0,11.5,26/04/2021
GRINDAVIK,IS,52.47406301248417,-23.75322782419884,37.4,93.0,0.0,12.66,26/04/2021
MARQUETTE,US,46.50730466581724,-88.00670067506282,30.99,62.0,98.0,1.01,26/04/2021
ISANGEL,VU,-23.793606273953316,174.10718356239968,82.4,74.0,75.0,11.5,26/04/2021
CHILILABOMBWE,ZM,-11.986262566037842,27.868628887276238,63.91,79.0,98.0,4.16,26/04/2021
NAMWALA,ZM,-15.601544519165989,26.175493104087465,61.39,91.0,60.0,2.71,26/04/2021
LABUHAN,ID,-7.094063221395707,105.11265662338245,85.44,65.0,0.0,11.77,26/04/2021
AHUIMANU,US,26.774698449336764,-155.48115865671312,80.6,69.0,90.0,11.5,26/04/2021
AKSARKA,RU,65.83360114871789,69.31171318369229,34.59,96.0,98.0,10.54,26/04/2021
ASFI,MA,31.927833583010667,-8.85900685766452,63.64,78.0,2.0,22.01,26/04/2021
SAINT-MEDARD-EN-JALLES,FR,44.8384892836274,-0.7171610574485232,57.2,82.0,0.0,2.3,26/04/2021
BANDAR-E LENGEH,IR,27.058241724693676,54.72136824435088,78.8,47.0,49.0,9.22,26/04/2021
BEMIDJI,US,48.429815996040425,-94.5077777997936,35.01,93.0,90.0,9.22,26/04/2021
BELLEFONTAINE,US,40.3886946555788,-83.84216229546718,44.6,61.0,1.0,5.28,26/04/2021
PORT MACQUARIE,AU,-33.808996694324875,155.74167740757866,73.0,55.0,7.0,4.0,26/04/2021
BATASAN,PH,12.556958544802221,120.42515843561141,83.37,68.0,18.0,10.29,26/04/2021
DUNEDIN,NZ,-47.56562799027074,171.7233811316522,47.95,85.0,81.0,20.13,26/04/2021
PUYANG,CN,36.27435387515013,115.05108620304811,63.75,84.0,100.0,1.88,26/04/2021
ALEGRETE,BR,-30.008649120929356,-56.13998315190187,52.88,66.0,0.0,7.31,26/04/2021
